trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
86,False,"{'a': 0.5, 'e': 0.9908893756780998}",25,0,-187.98478053956097,"{0: 14, 1: 1, 2: 6, 3: 1, 4: 3}",0
87,False,"{'a': 0.5, 'e': 0.9906766006212736}",30,1,-134.63826443587433,"{0: 17, 1: 3, 2: 6, 3: 2, 4: 1}",1
88,False,"{'a': 0.5, 'e': 0.9904613811569836}",30,0,-177.87394733075,"{0: 18, 1: 3, 2: 5, 3: 1, 4: 3}",0
89,False,"{'a': 0.5, 'e': 0.9902437178162647}",20,0,-116.1891390569576,"{0: 13, 1: 1, 2: 3, 3: 1, 4: 2}",0
90,False,"{'a': 0.5, 'e': 0.9900236111361823}",30,0,-172.5239852830828,"{0: 16, 1: 3, 2: 8, 3: 1, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.9898010616598301}",20,0,-75.72478749836263,"{0: 12, 1: 3, 2: 2, 3: 3, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.9895760699363294}",20,13,-41.24064320491673,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
93,False,"{'a': 0.5, 'e': 0.9893486365208277}",20,0,-90.42071158021909,"{0: 12, 1: 1, 2: 6, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.9891187619744967}",25,0,-177.983166263308,"{0: 14, 1: 0, 2: 8, 3: 0, 4: 3}",0
95,False,"{'a': 0.5, 'e': 0.9888864468645318}",30,11,-76.69719041958655,"{0: 11, 1: 3, 2: 2, 3: 3, 4: 0}",1
96,False,"{'a': 0.5, 'e': 0.9886516917641501}",30,0,-75.88650114016328,"{0: 20, 1: 3, 2: 6, 3: 1, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.9884144972525891}",25,0,-45.691135520210764,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
98,False,"{'a': 0.5, 'e': 0.9881748639151056}",20,0,-99.93924232338706,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.9879327923429736}",25,0,-190.5756627944957,"{0: 12, 1: 4, 2: 4, 3: 3, 4: 2}",0
100,False,"{'a': 0.5, 'e': 0.9876882831334836}",30,0,-275.39651130221085,"{0: 15, 1: 2, 2: 6, 3: 3, 4: 4}",0
101,False,"{'a': 0.5, 'e': 0.9874413368899404}",25,0,-98.39123726503757,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.9871919542216624}",20,0,-113.77151163818368,"{0: 11, 1: 2, 2: 4, 3: 2, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.9869401357439792}",20,0,-156.82530346471762,"{0: 10, 1: 4, 2: 3, 3: 0, 4: 3}",0
104,False,"{'a': 0.5, 'e': 0.9866858820782309}",25,0,-96.45640294892377,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.986429193851766}",20,4,-45.883651158531904,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
106,False,"{'a': 0.5, 'e': 0.9861700716979402}",25,0,-219.60526121094532,"{0: 9, 1: 4, 2: 7, 3: 3, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9859085162561146}",25,0,-136.69676327337461,"{0: 12, 1: 2, 2: 8, 3: 3, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.9856445281716545}",20,0,-89.86451170328672,"{0: 15, 1: 1, 2: 2, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.9853781080959269}",20,0,-105.28576744589573,"{0: 12, 1: 4, 2: 2, 3: 0, 4: 2}",0
110,False,"{'a': 0.5, 'e': 0.9851092566863001}",20,0,-115.69853394110707,"{0: 10, 1: 7, 2: 1, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.9848379746061415}",20,0,-79.0099728638032,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
112,False,"{'a': 0.5, 'e': 0.9845642625248155}",20,0,-77.7033196527061,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.9842881211176829}",20,0,-163.667990794116,"{0: 8, 1: 7, 2: 2, 3: 0, 4: 3}",0
114,False,"{'a': 0.5, 'e': 0.9840095510660982}",25,0,-101.76392021029274,"{0: 14, 1: 4, 2: 6, 3: 0, 4: 1}",0
115,False,"{'a': 0.5, 'e': 0.9837285530574086}",20,0,-77.44204317782814,"{0: 10, 1: 2, 2: 8, 3: 0, 4: 0}",0
116,False,"{'a': 0.5, 'e': 0.9834451277849519}",25,0,-134.5178663336163,"{0: 13, 1: 5, 2: 5, 3: 0, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.9831592759480551}",20,0,-63.357932612256384,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.9828709982520324}",20,0,-101.64411649360414,"{0: 9, 1: 5, 2: 5, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.9825802954081839}",20,0,-61.77423545236493,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
120,False,"{'a': 0.5, 'e': 0.9822871681337931}",20,0,-68.20449521831716,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.981991617152126}",30,0,-102.50630541900192,"{0: 16, 1: 6, 2: 7, 3: 1, 4: 0}",0
122,False,"{'a': 0.5, 'e': 0.9816936431924285}",20,0,-77.44101126513773,"{0: 14, 1: 0, 2: 5, 3: 0, 4: 1}",0
123,False,"{'a': 0.5, 'e': 0.9813932469899252}",25,0,-32.78490573095505,"{0: 19, 1: 1, 2: 5, 3: 0, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.9810904292858175}",20,0,-120.01403411378436,"{0: 9, 1: 4, 2: 5, 3: 1, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9807851908272812}",20,0,-65.07889006372807,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.9804775323674656}",30,0,-189.43356519393203,"{0: 16, 1: 2, 2: 8, 3: 2, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.9801674546654909}",25,0,-92.61641141464634,"{0: 15, 1: 2, 2: 6, 3: 2, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.9798549584864464}",20,0,-110.70706101135526,"{0: 10, 1: 3, 2: 5, 3: 1, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.9795400446013892}",20,15,-4.415982101807856,"{0: 4, 1: 0, 2: 1, 3: 0, 4: 0}",1
130,False,"{'a': 0.5, 'e': 0.9792227137873415}",20,0,-114.22573719751486,"{0: 13, 1: 0, 2: 5, 3: 0, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.9789029668272892}",30,0,-150.22740574208362,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.9785808045101798}",25,0,-140.6524274769277,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.9782562276309207}",20,0,-190.6890745229904,"{0: 11, 1: 3, 2: 1, 3: 1, 4: 4}",0
134,False,"{'a': 0.5, 'e': 0.9779292369903766}",20,0,-129.0934364297268,"{0: 13, 1: 1, 2: 2, 3: 2, 4: 2}",0
135,False,"{'a': 0.5, 'e': 0.9775998333953683}",30,0,-74.31068405369271,"{0: 22, 1: 4, 2: 2, 3: 1, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.9772680176586702}",25,0,-67.18125514724187,"{0: 18, 1: 2, 2: 4, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.9769337905990084}",20,0,-119.88610548207325,"{0: 8, 1: 6, 2: 4, 3: 1, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.976597153041059}",25,0,-134.5884447256981,"{0: 17, 1: 4, 2: 1, 3: 0, 4: 3}",0
139,False,"{'a': 0.5, 'e': 0.9762581058154454}",20,0,-7.859420841579986,"{0: 16, 1: 3, 2: 1, 3: 0, 4: 0}",0
140,False,"{'a': 0.5, 'e': 0.9759166497587369}",35,0,-154.83711854963707,"{0: 20, 1: 4, 2: 8, 3: 2, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.9755727857134463}",35,0,-152.8724908710872,"{0: 20, 1: 5, 2: 7, 3: 2, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.975226514528028}",25,11,-76.0009132113858,"{0: 10, 1: 0, 2: 1, 3: 2, 4: 1}",1
143,False,"{'a': 0.5, 'e': 0.9748778370568757}",35,0,-283.30654291522893,"{0: 16, 1: 6, 2: 7, 3: 2, 4: 4}",0
144,False,"{'a': 0.5, 'e': 0.9745267541603203}",30,0,-89.34313004921266,"{0: 17, 1: 3, 2: 10, 3: 0, 4: 0}",0
145,False,"{'a': 0.5, 'e': 0.9741732667046281}",20,0,-136.67468927669802,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
146,False,"{'a': 0.5, 'e': 0.9738173755619983}",30,0,-165.92831017116117,"{0: 19, 1: 2, 2: 6, 3: 0, 4: 3}",0
147,False,"{'a': 0.5, 'e': 0.9734590816105612}",20,0,-157.78802758467313,"{0: 10, 1: 2, 2: 4, 3: 2, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.9730983857343753}",20,0,-141.41825966164782,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
