trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
61,False,"{'a': 0.5, 'e': 0.9954175576293536}",25,0,-233.7330787631905,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 5}",0
62,False,"{'a': 0.5, 'e': 0.9952662017294838}",30,0,-199.91375347177865,"{0: 15, 1: 5, 2: 5, 3: 3, 4: 2}",0
63,False,"{'a': 0.5, 'e': 0.9951123925984571}",35,0,-215.14897523319817,"{0: 19, 1: 5, 2: 7, 3: 1, 4: 3}",0
64,False,"{'a': 0.5, 'e': 0.9949561306153978}",20,7,-62.060017977650496,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 1}",1
65,False,"{'a': 0.5, 'e': 0.9947974161654759}",25,0,-159.81372775606238,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
66,False,"{'a': 0.5, 'e': 0.9946362496399065}",25,0,-59.66385167352151,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",1
67,False,"{'a': 0.5, 'e': 0.9944726314359491}",20,0,-77.94449401975501,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9943065619569059}",25,0,-53.890380667978725,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
69,False,"{'a': 0.5, 'e': 0.9941380416121215}",20,0,-25.81007549241653,"{0: 14, 1: 3, 2: 3, 3: 0, 4: 0}",0
70,False,"{'a': 0.5, 'e': 0.9939670708169818}",30,0,-130.6355942428682,"{0: 18, 1: 4, 2: 5, 3: 2, 4: 1}",0
71,False,"{'a': 0.5, 'e': 0.9937936499929124}",25,0,-124.12503998174867,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9936177795673784}",20,0,-74.37362491289475,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
73,False,"{'a': 0.5, 'e': 0.9934394599738825}",20,0,-124.44010636558365,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
74,False,"{'a': 0.5, 'e': 0.9932586916519648}",25,0,-137.4220052483777,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.993075475047201}",20,0,-98.7880928622567,"{0: 13, 1: 2, 2: 2, 3: 2, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9928898106112014}",20,0,-95.43144371400362,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
77,False,"{'a': 0.5, 'e': 0.9927016988016104}",20,0,-151.10344265403504,"{0: 11, 1: 1, 2: 4, 3: 2, 4: 2}",0
78,False,"{'a': 0.5, 'e': 0.9925111400821046}",25,0,-118.88588092048617,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
79,False,"{'a': 0.5, 'e': 0.9923181349223922}",20,0,-37.98481349379544,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.9921226837982114}",25,0,-85.43432035453446,"{0: 17, 1: 1, 2: 6, 3: 0, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9919247871913297}",25,0,-111.74939995092033,"{0: 13, 1: 5, 2: 6, 3: 0, 4: 1}",0
82,False,"{'a': 0.5, 'e': 0.9917244455895422}",20,0,-93.78177437961175,"{0: 14, 1: 0, 2: 3, 3: 2, 4: 1}",0
83,False,"{'a': 0.5, 'e': 0.9915216594866709}",20,0,-71.92969849504314,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
84,False,"{'a': 0.5, 'e': 0.9913164293825633}",30,0,-258.19449848101647,"{0: 18, 1: 2, 2: 2, 3: 4, 4: 4}",0
85,False,"{'a': 0.5, 'e': 0.9911087557830907}",20,0,-174.45324292107125,"{0: 11, 1: 0, 2: 6, 3: 0, 4: 3}",0
86,False,"{'a': 0.5, 'e': 0.9908986392001478}",30,0,-62.44925260881795,"{0: 23, 1: 1, 2: 4, 3: 2, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.9906860801516507}",20,0,-123.18569324018408,"{0: 14, 1: 0, 2: 2, 3: 2, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.9904710791615364}",25,0,-121.59966578035335,"{0: 15, 1: 4, 2: 4, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.9902536367597605}",25,4,-59.49052693130793,"{0: 12, 1: 2, 2: 7, 3: 0, 4: 0}",1
90,False,"{'a': 0.5, 'e': 0.9900337534822967}",20,0,-135.36772266828163,"{0: 11, 1: 2, 2: 4, 3: 1, 4: 2}",0
91,False,"{'a': 0.5, 'e': 0.9898114298711352}",20,0,-111.34028135174545,"{0: 10, 1: 4, 2: 4, 3: 1, 4: 1}",0
92,False,"{'a': 0.5, 'e': 0.9895866664742815}",25,0,-66.38050123056652,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
93,False,"{'a': 0.5, 'e': 0.9893594638457546}",25,0,-61.07510219290929,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.9891298225455861}",25,0,-137.8613051688726,"{0: 12, 1: 5, 2: 5, 3: 2, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9888977431398188}",20,0,-103.60603369145232,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
96,False,"{'a': 0.5, 'e': 0.9886632262005052}",20,0,-119.73256844075513,"{0: 12, 1: 2, 2: 4, 3: 0, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.9884262723057059}",20,0,-99.31382465002466,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
98,False,"{'a': 0.5, 'e': 0.9881868820394885}",25,0,-138.69699235391462,"{0: 13, 1: 2, 2: 8, 3: 1, 4: 1}",0
99,False,"{'a': 0.5, 'e': 0.9879450559919257}",20,0,-73.6770896788968,"{0: 13, 1: 2, 2: 4, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.9877007947590948}",25,0,-94.98647778516072,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.9874540989430749}",25,0,-133.87129761178292,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
102,False,"{'a': 0.5, 'e': 0.9872049691519464}",25,0,-119.48715644413878,"{0: 15, 1: 2, 2: 5, 3: 2, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.9869534059997894}",20,0,-53.46205503459702,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9866994101066816}",20,13,-13.998207605843472,"{0: 4, 1: 2, 2: 1, 3: 0, 4: 0}",1
105,False,"{'a': 0.5, 'e': 0.9864429820986974}",20,0,-78.21264663123928,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
106,False,"{'a': 0.5, 'e': 0.9861841226079061}",20,0,-150.45877493701425,"{0: 10, 1: 0, 2: 8, 3: 0, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.9859228322723702}",20,0,-79.39737630503386,"{0: 15, 1: 1, 2: 1, 3: 2, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.9856591117361444}",20,0,-55.23312323312245,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 0}",0
109,False,"{'a': 0.5, 'e': 0.9853929616492729}",20,0,-179.2984276603891,"{0: 10, 1: 2, 2: 4, 3: 1, 4: 3}",0
110,False,"{'a': 0.5, 'e': 0.9851243826677893}",20,0,-89.0366777510428,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.9848533754537137}",25,0,-66.68535945755535,"{0: 15, 1: 4, 2: 6, 3: 0, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.9845799406750515}",25,16,-69.09299396714442,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 1}",1
113,False,"{'a': 0.5, 'e': 0.984304079005792}",20,0,-109.61292494733792,"{0: 12, 1: 0, 2: 5, 3: 2, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.9840257911259065}",20,0,-190.87749096933626,"{0: 9, 1: 2, 2: 5, 3: 1, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.9837450777213468}",20,0,-133.67008576264357,"{0: 13, 1: 1, 2: 3, 3: 0, 4: 3}",0
116,False,"{'a': 0.5, 'e': 0.983461939484043}",20,0,-61.24975450878704,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.9831763771119025}",30,0,-125.88966033841764,"{0: 16, 1: 3, 2: 9, 3: 2, 4: 0}",0
118,False,"{'a': 0.5, 'e': 0.9828883913088079}",25,0,-97.99406998770702,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.9825979827846152}",20,0,-91.92872982719975,"{0: 13, 1: 4, 2: 1, 3: 0, 4: 2}",0
120,False,"{'a': 0.5, 'e': 0.9823051522551522}",20,0,-59.625571952467986,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 0}",0
121,False,"{'a': 0.5, 'e': 0.9820099004422168}",20,11,-13.22093176214301,"{0: 6, 1: 1, 2: 2, 3: 0, 4: 0}",1
122,False,"{'a': 0.5, 'e': 0.981712228073575}",20,0,-149.9140222239489,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 3}",0
123,False,"{'a': 0.5, 'e': 0.9814121358829593}",30,0,-65.96523550316016,"{0: 20, 1: 4, 2: 5, 3: 1, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.9811096246100668}",30,0,-159.20631868651768,"{0: 17, 1: 2, 2: 8, 3: 2, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9808046950005572}",20,0,-37.949775007137575,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
126,False,"{'a': 0.5, 'e': 0.9804973478060516}",35,0,-180.51489949161757,"{0: 20, 1: 3, 2: 9, 3: 1, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.9801875837841297}",20,0,-79.69022964041444,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
128,False,"{'a': 0.5, 'e': 0.9798754036983289}",20,0,-179.16111315045254,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
129,False,"{'a': 0.5, 'e': 0.9795608083181417}",30,0,-85.17821951667382,"{0: 22, 1: 3, 2: 3, 3: 1, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.979243798419014}",20,0,-105.90914794304277,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
131,False,"{'a': 0.5, 'e': 0.9789243747823434}",20,0,-57.81713279467078,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
132,False,"{'a': 0.5, 'e': 0.9786025381954769}",20,0,-84.3298050108912,"{0: 15, 1: 2, 2: 1, 3: 0, 4: 2}",0
133,False,"{'a': 0.5, 'e': 0.9782782894517097}",25,0,-207.71719104654596,"{0: 15, 1: 0, 2: 5, 3: 1, 4: 4}",0
134,False,"{'a': 0.5, 'e': 0.977951629350282}",35,2,-205.15238968490516,"{0: 25, 1: 1, 2: 1, 3: 1, 4: 5}",1
135,False,"{'a': 0.5, 'e': 0.9776225586963783}",25,0,-109.08359934669944,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
136,False,"{'a': 0.5, 'e': 0.9772910783011246}",25,0,-128.5150859865558,"{0: 15, 1: 5, 2: 2, 3: 1, 4: 2}",0
137,False,"{'a': 0.5, 'e': 0.9769571889815868}",20,13,-42.462803095249164,"{0: 5, 1: 0, 2: 1, 3: 0, 4: 1}",1
138,False,"{'a': 0.5, 'e': 0.9766208915607686}",30,0,-40.27885251104057,"{0: 23, 1: 3, 2: 3, 3: 1, 4: 0}",0
139,False,"{'a': 0.5, 'e': 0.9762821868676093}",25,0,-128.34349015915285,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.9759410757369817}",30,0,-64.39839825050709,"{0: 21, 1: 3, 2: 4, 3: 2, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.9755975590096908}",20,0,-146.22237845793475,"{0: 13, 1: 2, 2: 1, 3: 1, 4: 3}",0
142,False,"{'a': 0.5, 'e': 0.9752516375324707}",30,14,-145.75815260798555,"{0: 9, 1: 0, 2: 4, 3: 0, 4: 3}",1
143,False,"{'a': 0.5, 'e': 0.9749033121579829}",20,12,-53.97480608523369,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.9745525837448147}",20,0,-121.85372336428131,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
145,False,"{'a': 0.5, 'e': 0.9741994531574761}",25,0,-91.69209836869813,"{0: 18, 1: 1, 2: 4, 3: 1, 4: 1}",0
146,False,"{'a': 0.5, 'e': 0.9738439212663987}",25,0,-74.96660049890215,"{0: 14, 1: 4, 2: 7, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.9734859889479329}",25,0,-150.81756022488435,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
148,False,"{'a': 0.5, 'e': 0.9731256570843458}",25,0,-90.49312484349969,"{0: 14, 1: 3, 2: 7, 3: 1, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.9727629265638192}",25,0,-148.50851358748926,"{0: 14, 1: 2, 2: 6, 3: 1, 4: 2}",0
150,False,"{'a': 0.5, 'e': 0.9723977982804476}",20,0,-94.4673613841727,"{0: 11, 1: 4, 2: 3, 3: 1, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.9720302731342352}",20,0,-109.36343142161212,"{0: 9, 1: 2, 2: 7, 3: 2, 4: 0}",0
152,False,"{'a': 0.5, 'e': 0.9716603520310948}",35,0,-258.97985728037,"{0: 22, 1: 0, 2: 5, 3: 4, 4: 4}",0
153,False,"{'a': 0.5, 'e': 0.9712880358828445}",35,0,-140.87849889020563,"{0: 24, 1: 1, 2: 8, 3: 0, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.9709133256072064}",25,11,2.441375645527761,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.9705362221278037}",20,0,-155.68747190775906,"{0: 9, 1: 2, 2: 7, 3: 0, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.9701567263741583}",20,0,-78.03954602671836,"{0: 12, 1: 0, 2: 7, 3: 1, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.9697748392816894}",25,0,-46.06176654128303,"{0: 17, 1: 3, 2: 5, 3: 0, 4: 0}",0
158,False,"{'a': 0.5, 'e': 0.96939056179171}",30,0,-171.1361248713102,"{0: 19, 1: 4, 2: 3, 3: 1, 4: 3}",0
159,False,"{'a': 0.5, 'e': 0.9690038948514258}",25,0,-172.54936112218155,"{0: 16, 1: 1, 2: 4, 3: 1, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.9686148394139318}",25,0,-109.79110739116865,"{0: 17, 1: 0, 2: 5, 3: 2, 4: 1}",0
161,False,"{'a': 0.5, 'e': 0.9682233964382104}",20,0,-69.44665060255893,"{0: 14, 1: 1, 2: 2, 3: 3, 4: 0}",0
162,False,"{'a': 0.5, 'e': 0.9678295668891295}",20,0,-33.068917017204434,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.9674333517374392}",20,0,-108.68597739406049,"{0: 9, 1: 4, 2: 6, 3: 0, 4: 1}",0
164,False,"{'a': 0.5, 'e': 0.96703475195977}",20,0,-151.74703963080597,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.9666337685386303}",20,0,-99.34886537516356,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",1
166,False,"{'a': 0.5, 'e': 0.9662304024624038}",20,0,-123.2182850859638,"{0: 10, 1: 1, 2: 7, 3: 1, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.9658246547253476}",25,0,-140.53640486078024,"{0: 16, 1: 2, 2: 3, 3: 2, 4: 2}",0
168,False,"{'a': 0.5, 'e': 0.965416526327589}",25,0,-95.7592404955199,"{0: 15, 1: 5, 2: 3, 3: 1, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.9650060182751234}",35,0,-214.12317133182896,"{0: 21, 1: 6, 2: 3, 3: 1, 4: 4}",0
170,False,"{'a': 0.5, 'e': 0.9645931315798121}",20,0,-144.04644734656392,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
171,False,"{'a': 0.5, 'e': 0.964177867259379}",25,0,-138.60998301753148,"{0: 14, 1: 4, 2: 4, 3: 1, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.9637602263374091}",20,0,-65.8090441806965,"{0: 13, 1: 4, 2: 2, 3: 0, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9633402098433452}",25,0,-113.40557194003796,"{0: 14, 1: 2, 2: 8, 3: 0, 4: 1}",0
174,False,"{'a': 0.5, 'e': 0.962917818812486}",30,5,-126.30468065646119,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",1
175,False,"{'a': 0.5, 'e': 0.9624930542859825}",20,0,-70.07308156166832,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.962065917310837}",20,0,-19.575377286659005,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.961636408939899}",20,4,-55.51249916125878,"{0: 10, 1: 0, 2: 5, 3: 1, 4: 0}",1
178,False,"{'a': 0.5, 'e': 0.9612045302318634}",20,0,-132.0283210118229,"{0: 13, 1: 0, 2: 4, 3: 1, 4: 2}",0
179,False,"{'a': 0.5, 'e': 0.9607702822512679}",20,12,-37.83407082185313,"{0: 5, 1: 0, 2: 1, 3: 2, 4: 0}",1
180,False,"{'a': 0.5, 'e': 0.9603336660684902}",25,6,-111.8626913469767,"{0: 12, 1: 1, 2: 4, 3: 0, 4: 2}",1
181,False,"{'a': 0.5, 'e': 0.9598946827597452}",25,0,-26.859231689841362,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.9594533334070827}",20,9,-18.77121265629133,"{0: 9, 1: 0, 2: 1, 3: 1, 4: 0}",1
183,False,"{'a': 0.5, 'e': 0.9590096190983844}",20,0,-88.4307216616372,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",0
