trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
39,False,"{'a': 0.5, 'e': 0.9992083391760537}",25,0,-75.2574646467471,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
40,False,"{'a': 0.5, 'e': 0.9991661304431964}",25,0,-188.07616220393587,"{0: 12, 1: 2, 2: 7, 3: 2, 4: 2}",0
41,False,"{'a': 0.5, 'e': 0.9991228259970438}",20,0,-70.5704336838672,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
42,False,"{'a': 0.5, 'e': 0.9990784258850848}",25,0,-44.805147349924844,"{0: 20, 1: 3, 2: 1, 3: 0, 4: 1}",0
43,False,"{'a': 0.5, 'e': 0.9990329301560098}",20,0,-208.58906920039442,"{0: 11, 1: 0, 2: 4, 3: 1, 4: 4}",0
44,False,"{'a': 0.5, 'e': 0.9989863388597106}",25,0,-108.94543000993752,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",1
45,False,"{'a': 0.5, 'e': 0.9989386520472805}",30,0,-204.48875523210606,"{0: 17, 1: 1, 2: 8, 3: 1, 4: 3}",0
46,False,"{'a': 0.5, 'e': 0.9988898697710142}",25,0,-218.89298428429706,"{0: 15, 1: 2, 2: 2, 3: 2, 4: 4}",0
47,False,"{'a': 0.5, 'e': 0.9988399920844079}",25,0,-187.90149505836,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
48,False,"{'a': 0.5, 'e': 0.9987890190421584}",30,0,-179.4064415031735,"{0: 12, 1: 5, 2: 11, 3: 1, 4: 1}",0
49,False,"{'a': 0.5, 'e': 0.9987369507001647}",25,0,-211.8238496081044,"{0: 13, 1: 0, 2: 7, 3: 2, 4: 3}",0
50,False,"{'a': 0.5, 'e': 0.998683787115526}",25,0,-122.68457027453306,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
51,False,"{'a': 0.5, 'e': 0.998629528346543}",20,0,-103.21045722895441,"{0: 13, 1: 0, 2: 4, 3: 2, 4: 1}",0
52,False,"{'a': 0.5, 'e': 0.9985741744527176}",30,9,-90.43910364721427,"{0: 13, 1: 2, 2: 4, 3: 1, 4: 1}",1
53,False,"{'a': 0.5, 'e': 0.998517725494752}",20,0,-191.22514691501303,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
54,False,"{'a': 0.5, 'e': 0.9984601815345502}",30,0,-176.20378771936905,"{0: 20, 1: 3, 2: 3, 3: 0, 4: 4}",0
55,False,"{'a': 0.5, 'e': 0.9984015426352162}",25,0,-153.1250625058916,"{0: 13, 1: 1, 2: 8, 3: 2, 4: 1}",0
56,False,"{'a': 0.5, 'e': 0.9983418088610552}",30,11,-161.4526552295775,"{0: 10, 1: 1, 2: 5, 3: 0, 4: 3}",1
57,False,"{'a': 0.5, 'e': 0.9982809802775726}",25,16,-3.5084911849000138,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 0}",1
58,False,"{'a': 0.5, 'e': 0.9982190569514751}",30,0,-153.95720656242256,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
59,False,"{'a': 0.5, 'e': 0.9981560389506693}",25,5,-89.02859973242856,"{0: 11, 1: 1, 2: 6, 3: 2, 4: 0}",1
60,False,"{'a': 0.5, 'e': 0.9980919263442626}",25,0,-202.6783637722075,"{0: 11, 1: 2, 2: 8, 3: 2, 4: 2}",0
61,False,"{'a': 0.5, 'e': 0.9980267192025625}",20,0,-79.85661618113063,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.9979604175970772}",20,10,-15.362728231534046,"{0: 8, 1: 0, 2: 1, 3: 1, 4: 0}",1
63,False,"{'a': 0.5, 'e': 0.9978930216005146}",20,0,-38.37617670199733,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
64,False,"{'a': 0.5, 'e': 0.9978245312867834}",25,0,-87.09120093588855,"{0: 14, 1: 7, 2: 3, 3: 0, 4: 1}",0
65,False,"{'a': 0.5, 'e': 0.9977549467309916}",30,0,-255.25148273654338,"{0: 16, 1: 2, 2: 6, 3: 2, 4: 4}",0
66,False,"{'a': 0.5, 'e': 0.9976842680094478}",20,0,-120.79696517836682,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
67,False,"{'a': 0.5, 'e': 0.9976124951996601}",25,0,-116.77688450835386,"{0: 13, 1: 5, 2: 5, 3: 1, 4: 1}",0
68,False,"{'a': 0.5, 'e': 0.9975396283803366}",20,0,-198.4011093816443,"{0: 7, 1: 1, 2: 8, 3: 2, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.9974656676313851}",25,0,-124.29153280799979,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.997390613033913}",20,0,-129.4223155504885,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.9973144646702272}",20,0,-102.16380132341614,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
72,False,"{'a': 0.5, 'e': 0.9972372226238342}",20,0,-42.57335542073192,"{0: 17, 1: 0, 2: 2, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9971588869794398}",25,0,-112.7691427420909,"{0: 9, 1: 6, 2: 10, 3: 0, 4: 0}",0
74,False,"{'a': 0.5, 'e': 0.9970794578229488}",20,0,-152.8781687124752,"{0: 11, 1: 3, 2: 3, 3: 0, 4: 3}",0
75,False,"{'a': 0.5, 'e': 0.9969989352414657}",30,0,-167.45480666450652,"{0: 13, 1: 5, 2: 10, 3: 1, 4: 1}",0
76,False,"{'a': 0.5, 'e': 0.9969173193232936}",20,0,-38.66778864417387,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
77,False,"{'a': 0.5, 'e': 0.996834610157935}",30,4,-192.59706986543296,"{0: 12, 1: 4, 2: 7, 3: 0, 4: 3}",1
78,False,"{'a': 0.5, 'e': 0.9967508078360907}",25,8,-99.78344408801934,"{0: 10, 1: 1, 2: 3, 3: 2, 4: 1}",1
79,False,"{'a': 0.5, 'e': 0.9966659124496611}",20,0,-58.284247506058456,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
80,False,"{'a': 0.5, 'e': 0.9965799240917445}",35,0,-59.22118489864101,"{0: 25, 1: 5, 2: 4, 3: 1, 4: 0}",0
81,False,"{'a': 0.5, 'e': 0.9964928428566382}",35,0,-195.79576185725477,"{0: 23, 1: 3, 2: 3, 3: 3, 4: 3}",0
82,False,"{'a': 0.5, 'e': 0.996404668839838}",25,0,-25.301832052304782,"{0: 19, 1: 2, 2: 4, 3: 0, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.9963154021380378}",20,0,-81.30156016372082,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.9962250428491302}",25,0,-100.38304806473151,"{0: 17, 1: 1, 2: 5, 3: 1, 4: 1}",0
85,False,"{'a': 0.5, 'e': 0.9961335910722054}",20,0,-106.60356461911377,"{0: 9, 1: 7, 2: 2, 3: 1, 4: 1}",0
86,False,"{'a': 0.5, 'e': 0.9960410469075522}",35,0,-200.82518260382574,"{0: 18, 1: 6, 2: 8, 3: 1, 4: 2}",0
87,False,"{'a': 0.5, 'e': 0.9959474104566569}",20,0,-177.25008727570037,"{0: 10, 1: 3, 2: 3, 3: 1, 4: 3}",0
88,False,"{'a': 0.5, 'e': 0.995852681822204}",20,0,-49.766084672993024,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
89,False,"{'a': 0.5, 'e': 0.9957568611080755}",25,0,-50.52605877972237,"{0: 20, 1: 1, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.995659948419351}",20,0,-39.318249607571374,"{0: 14, 1: 3, 2: 2, 3: 1, 4: 0}",0
91,False,"{'a': 0.5, 'e': 0.9955619438623077}",25,0,-107.04300558569699,"{0: 16, 1: 1, 2: 4, 3: 4, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.9954628475444199}",25,10,-56.30603637749109,"{0: 9, 1: 0, 2: 5, 3: 1, 4: 0}",1
93,False,"{'a': 0.5, 'e': 0.9953626595743598}",25,14,-77.59709594030853,"{0: 5, 1: 1, 2: 4, 3: 0, 4: 1}",1
94,False,"{'a': 0.5, 'e': 0.9952613800619959}",25,0,-119.4363416294866,"{0: 13, 1: 3, 2: 8, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9951590091183944}",20,0,-50.39764099935537,"{0: 13, 1: 1, 2: 6, 3: 0, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.995055546855818}",20,0,-152.63876796626232,"{0: 12, 1: 3, 2: 1, 3: 1, 4: 3}",0
97,False,"{'a': 0.5, 'e': 0.9949509933877262}",35,0,-223.66830417493625,"{0: 18, 1: 5, 2: 8, 3: 1, 4: 3}",0
98,False,"{'a': 0.5, 'e': 0.9948453488287754}",30,0,-226.0151062789779,"{0: 11, 1: 5, 2: 11, 3: 1, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.9947386132948183}",20,0,-95.9151691618575,"{0: 10, 1: 4, 2: 5, 3: 0, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.994630786902904}",25,0,-108.08254237769471,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.9945218697712779}",20,0,-59.42838384526408,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.9944118620193816}",20,0,-79.59213215927917,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
103,False,"{'a': 0.5, 'e': 0.9943007637678526}",25,0,-110.73174285482105,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9941885751385244}",25,0,-106.69647104409324,"{0: 14, 1: 6, 2: 3, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9940752962544261}",25,0,-177.0452672390347,"{0: 16, 1: 1, 2: 3, 3: 2, 4: 3}",0
106,False,"{'a': 0.5, 'e': 0.9939609272397826}",20,0,-184.87040956737553,"{0: 8, 1: 1, 2: 7, 3: 2, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.993845468220014}",20,0,-59.53229861993624,"{0: 13, 1: 4, 2: 1, 3: 2, 4: 0}",0
108,False,"{'a': 0.5, 'e': 0.9937289193217358}",35,0,-244.00394555599235,"{0: 23, 1: 0, 2: 7, 3: 0, 4: 5}",0
109,False,"{'a': 0.5, 'e': 0.993611280672759}",30,0,-71.47226509485468,"{0: 21, 1: 6, 2: 1, 3: 1, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.9934925524020891}",20,0,-110.79520612333297,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
111,False,"{'a': 0.5, 'e': 0.993372734639927}",20,0,-86.29786717464505,"{0: 11, 1: 4, 2: 4, 3: 0, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.9932518275176682}",20,0,-114.45483487309991,"{0: 11, 1: 3, 2: 3, 3: 2, 4: 1}",0
113,False,"{'a': 0.5, 'e': 0.9931298311679027}",35,0,-170.96359083286285,"{0: 23, 1: 4, 2: 4, 3: 1, 4: 3}",0
114,False,"{'a': 0.5, 'e': 0.9930067457244152}",20,0,-42.40914875834776,"{0: 15, 1: 0, 2: 4, 3: 1, 4: 0}",0
115,False,"{'a': 0.5, 'e': 0.9928825713221845}",25,0,-154.9526049365793,"{0: 16, 1: 1, 2: 3, 3: 3, 4: 2}",0
116,False,"{'a': 0.5, 'e': 0.9927573080973837}",25,0,-138.41260458135673,"{0: 15, 1: 3, 2: 4, 3: 1, 4: 2}",0
117,False,"{'a': 0.5, 'e': 0.9926309561873801}",35,0,-250.97970869694808,"{0: 17, 1: 5, 2: 9, 3: 0, 4: 4}",0
118,False,"{'a': 0.5, 'e': 0.9925035157307344}",25,0,-251.25049127588676,"{0: 8, 1: 4, 2: 6, 3: 5, 4: 2}",0
119,False,"{'a': 0.5, 'e': 0.9923749868672016}",20,4,-76.27695046701666,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 2}",1
120,False,"{'a': 0.5, 'e': 0.9922453697377299}",20,0,-77.42153583013372,"{0: 14, 1: 2, 2: 2, 3: 1, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.9921146644844612}",25,0,-135.6858442483089,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
122,False,"{'a': 0.5, 'e': 0.9919828712507303}",20,8,-23.205216245926042,"{0: 8, 1: 1, 2: 3, 3: 0, 4: 0}",1
123,False,"{'a': 0.5, 'e': 0.9918499901810653}",20,0,-68.39450905204222,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
124,False,"{'a': 0.5, 'e': 0.9917160214211874}",20,0,-87.99990556756191,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9915809651180105}",25,0,-193.29660456717028,"{0: 13, 1: 2, 2: 6, 3: 1, 4: 3}",0
126,False,"{'a': 0.5, 'e': 0.991444821419641}",20,0,-89.41418364972927,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
127,False,"{'a': 0.5, 'e': 0.9913075904753779}",25,2,-166.87781595030663,"{0: 14, 1: 2, 2: 2, 3: 2, 4: 3}",1
128,False,"{'a': 0.5, 'e': 0.9911692724357123}",25,0,-124.00786331121242,"{0: 14, 1: 3, 2: 5, 3: 2, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.9910298674523278}",30,0,-213.94239904027125,"{0: 16, 1: 3, 2: 6, 3: 2, 4: 3}",0
130,False,"{'a': 0.5, 'e': 0.9908893756780998}",25,0,-55.25632108357312,"{0: 19, 1: 2, 2: 3, 3: 0, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.9907477972670952}",20,0,-156.9213521425303,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
132,False,"{'a': 0.5, 'e': 0.990605132374573}",25,0,-138.3029167734216,"{0: 18, 1: 0, 2: 4, 3: 0, 4: 3}",0
133,False,"{'a': 0.5, 'e': 0.9904613811569836}",25,0,-286.18935260929635,"{0: 10, 1: 1, 2: 7, 3: 3, 4: 4}",0
134,False,"{'a': 0.5, 'e': 0.9903165437719683}",20,0,-76.57701257689628,"{0: 14, 1: 1, 2: 3, 3: 1, 4: 1}",0
135,False,"{'a': 0.5, 'e': 0.99017062037836}",25,0,-186.01107409559654,"{0: 11, 1: 2, 2: 7, 3: 4, 4: 1}",0
136,False,"{'a': 0.5, 'e': 0.9900236111361823}",20,0,-109.90187197337268,"{0: 10, 1: 2, 2: 7, 3: 0, 4: 1}",0
137,False,"{'a': 0.5, 'e': 0.9898755162066495}",25,0,-101.00537946609127,"{0: 13, 1: 7, 2: 4, 3: 0, 4: 1}",0
138,False,"{'a': 0.5, 'e': 0.9897263357521668}",30,0,-147.60063741694788,"{0: 18, 1: 1, 2: 8, 3: 2, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.9895760699363294}",35,0,-137.18518496635542,"{0: 21, 1: 5, 2: 6, 3: 2, 4: 1}",0
140,False,"{'a': 0.5, 'e': 0.9894247189239233}",20,0,-55.8536343038793,"{0: 14, 1: 1, 2: 3, 3: 2, 4: 0}",0
141,False,"{'a': 0.5, 'e': 0.9892722828809237}",25,0,-131.21910604564334,"{0: 16, 1: 3, 2: 3, 3: 1, 4: 2}",0
142,False,"{'a': 0.5, 'e': 0.9891187619744967}",20,0,-159.02707075515627,"{0: 12, 1: 2, 2: 2, 3: 1, 4: 3}",0
143,False,"{'a': 0.5, 'e': 0.9889641563729973}",25,0,-220.30636768612186,"{0: 14, 1: 1, 2: 3, 3: 4, 4: 3}",0
144,False,"{'a': 0.5, 'e': 0.9888084662459704}",20,0,-143.0234934467009,"{0: 12, 1: 3, 2: 2, 3: 0, 4: 3}",0
145,False,"{'a': 0.5, 'e': 0.9886516917641501}",25,0,-118.38986207154274,"{0: 16, 1: 4, 2: 2, 3: 1, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.9884938330994596}",25,0,-55.950245841770176,"{0: 17, 1: 2, 2: 6, 3: 0, 4: 0}",0
147,False,"{'a': 0.5, 'e': 0.9883348904250111}",20,1,-241.6781255954012,"{0: 6, 1: 2, 2: 6, 3: 1, 4: 4}",1
148,False,"{'a': 0.5, 'e': 0.9881748639151056}",20,0,-123.34808999699398,"{0: 11, 1: 3, 2: 4, 3: 0, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.9880137537452325}",25,0,-15.40731090182607,"{0: 22, 1: 0, 2: 2, 3: 1, 4: 0}",0
150,False,"{'a': 0.5, 'e': 0.9878515600920699}",20,0,-121.2385608826969,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
151,False,"{'a': 0.5, 'e': 0.9876882831334836}",25,0,-108.82549704128192,"{0: 16, 1: 1, 2: 6, 3: 1, 4: 1}",0
152,False,"{'a': 0.5, 'e': 0.9875239230485278}",20,0,-49.03455748342197,"{0: 14, 1: 1, 2: 4, 3: 1, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.9873584800174442}",20,0,-116.18044348166819,"{0: 12, 1: 1, 2: 5, 3: 0, 4: 2}",0
154,False,"{'a': 0.5, 'e': 0.9871919542216624}",25,12,-75.08376792754915,"{0: 7, 1: 1, 2: 4, 3: 0, 4: 1}",1
155,False,"{'a': 0.5, 'e': 0.9870243458437991}",25,0,-107.06378939394676,"{0: 16, 1: 5, 2: 2, 3: 0, 4: 2}",0
156,False,"{'a': 0.5, 'e': 0.9868556550676583}",25,0,-117.90923836977062,"{0: 17, 1: 3, 2: 2, 3: 1, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.9866858820782309}",30,6,-106.23884198974346,"{0: 17, 1: 2, 2: 2, 3: 1, 4: 2}",1
158,False,"{'a': 0.5, 'e': 0.9865150270616948}",20,0,-65.79162632209993,"{0: 13, 1: 0, 2: 6, 3: 1, 4: 0}",0
159,False,"{'a': 0.5, 'e': 0.9863430902054143}",20,0,-186.56287534684856,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
160,False,"{'a': 0.5, 'e': 0.9861700716979402}",30,0,-181.84757317516787,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
161,False,"{'a': 0.5, 'e': 0.9859959717290093}",20,0,-105.8226654155582,"{0: 11, 1: 4, 2: 2, 3: 2, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.9858207904895445}",20,0,-73.63546991666526,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
163,False,"{'a': 0.5, 'e': 0.9856445281716545}",30,0,-216.0276888081619,"{0: 20, 1: 0, 2: 5, 3: 1, 4: 4}",0
164,False,"{'a': 0.5, 'e': 0.9854671849686332}",25,0,-187.52110274192913,"{0: 14, 1: 2, 2: 5, 3: 1, 4: 3}",0
165,False,"{'a': 0.5, 'e': 0.9852887610749602}",30,0,-160.26143035503785,"{0: 20, 1: 2, 2: 3, 3: 3, 4: 2}",0
166,False,"{'a': 0.5, 'e': 0.9851092566863001}",20,0,-40.91280571220348,"{0: 16, 1: 0, 2: 2, 3: 2, 4: 0}",0
167,False,"{'a': 0.5, 'e': 0.9849286719995025}",20,3,-104.1553202572547,"{0: 10, 1: 2, 2: 3, 3: 0, 4: 2}",1
168,False,"{'a': 0.5, 'e': 0.9847470072126014}",30,0,-211.58511343205123,"{0: 19, 1: 1, 2: 5, 3: 1, 4: 4}",0
169,False,"{'a': 0.5, 'e': 0.9845642625248155}",20,0,-89.5402504753336,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9843804381365479}",30,0,-82.76779210000517,"{0: 19, 1: 2, 2: 8, 3: 1, 4: 0}",0
171,False,"{'a': 0.5, 'e': 0.9841955342493852}",30,0,-169.60868911918382,"{0: 16, 1: 4, 2: 7, 3: 1, 4: 2}",0
172,False,"{'a': 0.5, 'e': 0.9840095510660982}",20,0,-61.659620203908666,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
173,False,"{'a': 0.5, 'e': 0.9838224887906414}",25,0,-76.81518318922402,"{0: 14, 1: 5, 2: 5, 3: 1, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.9836343476281524}",25,0,-139.24981315379338,"{0: 14, 1: 1, 2: 7, 3: 2, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.9834451277849519}",20,0,-42.36372488548757,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.9832548294685437}",20,6,-121.14469302130905,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 3}",1
177,False,"{'a': 0.5, 'e': 0.9830634528876143}",25,0,-101.8213114700869,"{0: 18, 1: 1, 2: 4, 3: 0, 4: 2}",0
178,False,"{'a': 0.5, 'e': 0.9828709982520324}",25,0,-94.68992941392816,"{0: 14, 1: 4, 2: 5, 3: 2, 4: 0}",0
179,False,"{'a': 0.5, 'e': 0.9826774657728493}",20,0,-107.0337138579519,"{0: 12, 1: 3, 2: 3, 3: 0, 4: 2}",0
180,False,"{'a': 0.5, 'e': 0.9824828556622979}",20,0,-76.9388246823537,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.9822871681337931}",30,0,-182.6778372699594,"{0: 16, 1: 5, 2: 4, 3: 3, 4: 2}",0
182,False,"{'a': 0.5, 'e': 0.9820904034019313}",25,0,-130.8056672074614,"{0: 17, 1: 2, 2: 2, 3: 2, 4: 2}",0
183,False,"{'a': 0.5, 'e': 0.9818925616824903}",35,0,-187.7837821623512,"{0: 19, 1: 5, 2: 6, 3: 4, 4: 1}",0
