trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
52,False,"{'a': 0.5, 'e': 0.9966693057646256}",25,0,-97.79209540441116,"{0: 16, 1: 1, 2: 7, 3: 0, 4: 1}",0
53,False,"{'a': 0.5, 'e': 0.9965400450077021}",25,0,-178.59881392535345,"{0: 12, 1: 6, 2: 4, 3: 0, 4: 3}",0
54,False,"{'a': 0.5, 'e': 0.9964083278797263}",30,4,-162.4496594178463,"{0: 15, 1: 0, 2: 7, 3: 3, 4: 1}",1
55,False,"{'a': 0.5, 'e': 0.9962741547053676}",20,0,-212.23797877812504,"{0: 6, 1: 2, 2: 9, 3: 0, 4: 3}",0
56,False,"{'a': 0.5, 'e': 0.9961375258153493}",20,0,-177.26715983955523,"{0: 12, 1: 0, 2: 3, 3: 2, 4: 3}",0
57,False,"{'a': 0.5, 'e': 0.995998441546448}",35,0,-254.91433571649645,"{0: 20, 1: 4, 2: 6, 3: 0, 4: 5}",0
58,False,"{'a': 0.5, 'e': 0.9958569022414925}",20,0,-77.31882245346853,"{0: 12, 1: 2, 2: 4, 3: 2, 4: 0}",0
59,False,"{'a': 0.5, 'e': 0.9957129082493628}",25,0,-138.9437691729835,"{0: 14, 1: 3, 2: 4, 3: 3, 4: 1}",0
60,False,"{'a': 0.5, 'e': 0.9955664599249897}",20,0,-99.33280461770228,"{0: 10, 1: 6, 2: 2, 3: 1, 4: 1}",0
61,False,"{'a': 0.5, 'e': 0.9954175576293536}",20,0,-100.6371384213322,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
62,False,"{'a': 0.5, 'e': 0.9952662017294838}",20,12,-29.253886481018974,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 1}",1
63,False,"{'a': 0.5, 'e': 0.9951123925984571}",20,0,-89.14677006370451,"{0: 12, 1: 2, 2: 5, 3: 0, 4: 1}",0
64,False,"{'a': 0.5, 'e': 0.9949561306153978}",30,0,-29.438191939091396,"{0: 23, 1: 3, 2: 4, 3: 0, 4: 0}",0
65,False,"{'a': 0.5, 'e': 0.9947974161654759}",20,0,-106.6452085029658,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
66,False,"{'a': 0.5, 'e': 0.9946362496399065}",25,0,-18.41542766811408,"{0: 21, 1: 0, 2: 4, 3: 0, 4: 0}",0
67,False,"{'a': 0.5, 'e': 0.9944726314359491}",20,0,-190.42698757101107,"{0: 10, 1: 2, 2: 3, 3: 2, 4: 3}",0
68,False,"{'a': 0.5, 'e': 0.9943065619569059}",20,0,-151.3794500957991,"{0: 10, 1: 3, 2: 3, 3: 2, 4: 2}",0
69,False,"{'a': 0.5, 'e': 0.9941380416121215}",20,0,-105.1398785288739,"{0: 11, 1: 1, 2: 7, 3: 0, 4: 1}",0
70,False,"{'a': 0.5, 'e': 0.9939670708169818}",30,0,-228.94798109338106,"{0: 15, 1: 2, 2: 7, 3: 4, 4: 2}",0
71,False,"{'a': 0.5, 'e': 0.9937936499929124}",30,15,-74.87100129418694,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 2}",1
72,False,"{'a': 0.5, 'e': 0.9936177795673784}",20,0,-68.06721300894847,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
73,False,"{'a': 0.5, 'e': 0.9934394599738825}",25,0,-174.01472884465701,"{0: 16, 1: 0, 2: 5, 3: 1, 4: 3}",0
74,False,"{'a': 0.5, 'e': 0.9932586916519648}",25,0,-111.95484259491087,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
75,False,"{'a': 0.5, 'e': 0.993075475047201}",25,0,-142.2065865080278,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
76,False,"{'a': 0.5, 'e': 0.9928898106112014}",30,0,-117.47473714220841,"{0: 20, 1: 4, 2: 4, 3: 0, 4: 2}",0
77,False,"{'a': 0.5, 'e': 0.9927016988016104}",25,0,-135.79168689424927,"{0: 11, 1: 7, 2: 3, 3: 4, 4: 0}",0
78,False,"{'a': 0.5, 'e': 0.9925111400821046}",25,13,-91.57018926866205,"{0: 8, 1: 0, 2: 2, 3: 0, 4: 2}",1
79,False,"{'a': 0.5, 'e': 0.9923181349223922}",25,0,-98.24078941380964,"{0: 10, 1: 8, 2: 7, 3: 0, 4: 0}",0
80,False,"{'a': 0.5, 'e': 0.9921226837982114}",25,0,-128.77626447955183,"{0: 16, 1: 0, 2: 5, 3: 3, 4: 1}",0
81,False,"{'a': 0.5, 'e': 0.9919247871913297}",35,17,-32.46920064730964,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
82,False,"{'a': 0.5, 'e': 0.9917244455895422}",20,0,-65.00764426941107,"{0: 11, 1: 5, 2: 3, 3: 1, 4: 0}",0
83,False,"{'a': 0.5, 'e': 0.9915216594866709}",25,0,-155.6062730676302,"{0: 12, 1: 2, 2: 8, 3: 2, 4: 1}",0
84,False,"{'a': 0.5, 'e': 0.9913164293825633}",20,0,-69.52210096311484,"{0: 11, 1: 3, 2: 5, 3: 1, 4: 0}",0
85,False,"{'a': 0.5, 'e': 0.9911087557830907}",35,0,-170.597619142169,"{0: 22, 1: 3, 2: 6, 3: 2, 4: 2}",0
86,False,"{'a': 0.5, 'e': 0.9908986392001478}",30,0,-86.29496704554793,"{0: 23, 1: 0, 2: 5, 3: 1, 4: 1}",0
87,False,"{'a': 0.5, 'e': 0.9906860801516507}",30,0,-58.66322479930449,"{0: 22, 1: 1, 2: 6, 3: 1, 4: 0}",0
88,False,"{'a': 0.5, 'e': 0.9904710791615364}",30,0,-298.3360189735723,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 6}",0
89,False,"{'a': 0.5, 'e': 0.9902536367597605}",25,0,-248.31684191629034,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 5}",0
90,False,"{'a': 0.5, 'e': 0.9900337534822967}",25,8,-137.59777213188045,"{0: 10, 1: 1, 2: 3, 3: 0, 4: 3}",1
91,False,"{'a': 0.5, 'e': 0.9898114298711352}",30,0,-240.84478029183646,"{0: 15, 1: 4, 2: 4, 3: 4, 4: 3}",0
92,False,"{'a': 0.5, 'e': 0.9895866664742815}",25,0,-100.59244759693308,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.9893594638457546}",20,0,-14.416652391227798,"{0: 17, 1: 1, 2: 1, 3: 1, 4: 0}",0
94,False,"{'a': 0.5, 'e': 0.9891298225455861}",20,0,-15.274334952399498,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
95,False,"{'a': 0.5, 'e': 0.9888977431398188}",30,0,-206.97325872967184,"{0: 18, 1: 1, 2: 6, 3: 2, 4: 3}",0
96,False,"{'a': 0.5, 'e': 0.9886632262005052}",20,0,-164.86341879928347,"{0: 9, 1: 1, 2: 7, 3: 1, 4: 2}",0
97,False,"{'a': 0.5, 'e': 0.9884262723057059}",25,0,-121.82505687471402,"{0: 14, 1: 3, 2: 6, 3: 1, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.9881868820394885}",30,10,-183.3250320705948,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",1
99,False,"{'a': 0.5, 'e': 0.9879450559919257}",30,0,-142.0544239949965,"{0: 16, 1: 3, 2: 8, 3: 3, 4: 0}",0
100,False,"{'a': 0.5, 'e': 0.9877007947590948}",25,0,-106.62451553868281,"{0: 19, 1: 0, 2: 3, 3: 1, 4: 2}",0
101,False,"{'a': 0.5, 'e': 0.9874540989430749}",20,0,-87.13985752614597,"{0: 12, 1: 4, 2: 2, 3: 1, 4: 1}",0
102,False,"{'a': 0.5, 'e': 0.9872049691519464}",25,0,-125.2492036147055,"{0: 17, 1: 0, 2: 6, 3: 0, 4: 2}",0
103,False,"{'a': 0.5, 'e': 0.9869534059997894}",20,0,-142.4478111223552,"{0: 11, 1: 1, 2: 5, 3: 1, 4: 2}",0
104,False,"{'a': 0.5, 'e': 0.9866994101066816}",30,0,-115.01059480061895,"{0: 19, 1: 1, 2: 8, 3: 1, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9864429820986974}",20,0,-68.35083464329311,"{0: 12, 1: 1, 2: 6, 3: 1, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.9861841226079061}",30,0,-69.32983321660679,"{0: 21, 1: 5, 2: 3, 3: 0, 4: 1}",0
107,False,"{'a': 0.5, 'e': 0.9859228322723702}",20,0,-65.09169649761421,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
108,False,"{'a': 0.5, 'e': 0.9856591117361444}",20,0,-108.09314161420984,"{0: 14, 1: 0, 2: 3, 3: 1, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.9853929616492729}",20,0,-58.80457860261456,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
110,False,"{'a': 0.5, 'e': 0.9851243826677893}",25,0,-72.27002391998802,"{0: 17, 1: 1, 2: 6, 3: 1, 4: 0}",0
111,False,"{'a': 0.5, 'e': 0.9848533754537137}",20,0,-15.567230009711924,"{0: 17, 1: 2, 2: 0, 3: 1, 4: 0}",0
112,False,"{'a': 0.5, 'e': 0.9845799406750515}",20,0,-124.9876688644399,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 3}",0
113,False,"{'a': 0.5, 'e': 0.984304079005792}",20,0,-123.7661769289685,"{0: 9, 1: 2, 2: 7, 3: 1, 4: 1}",0
114,False,"{'a': 0.5, 'e': 0.9840257911259065}",20,0,-176.79196520009413,"{0: 11, 1: 0, 2: 5, 3: 1, 4: 3}",0
115,False,"{'a': 0.5, 'e': 0.9837450777213468}",30,0,-184.75307892406104,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
116,False,"{'a': 0.5, 'e': 0.983461939484043}",30,0,-101.13078724166029,"{0: 19, 1: 4, 2: 6, 3: 0, 4: 1}",0
117,False,"{'a': 0.5, 'e': 0.9831763771119025}",25,0,-142.1677555950952,"{0: 12, 1: 3, 2: 8, 3: 1, 4: 1}",0
118,False,"{'a': 0.5, 'e': 0.9828883913088079}",25,0,-97.13481462788504,"{0: 16, 1: 2, 2: 5, 3: 1, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.9825979827846152}",25,0,-99.238141865817,"{0: 17, 1: 2, 2: 3, 3: 2, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.9823051522551522}",20,0,-154.36184588876998,"{0: 8, 1: 3, 2: 7, 3: 0, 4: 2}",0
121,False,"{'a': 0.5, 'e': 0.9820099004422168}",30,0,-147.28242610723356,"{0: 20, 1: 1, 2: 5, 3: 2, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.981712228073575}",20,0,-62.285665446410825,"{0: 11, 1: 2, 2: 7, 3: 0, 4: 0}",0
123,False,"{'a': 0.5, 'e': 0.9814121358829593}",20,0,-112.27380730939429,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
124,False,"{'a': 0.5, 'e': 0.9811096246100668}",20,0,-87.95772955345576,"{0: 13, 1: 2, 2: 3, 3: 1, 4: 1}",0
125,False,"{'a': 0.5, 'e': 0.9808046950005572}",25,0,-109.90620541993329,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
126,False,"{'a': 0.5, 'e': 0.9804973478060516}",25,0,-126.15401342435837,"{0: 15, 1: 4, 2: 3, 3: 1, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.9801875837841297}",30,0,-118.26295021739132,"{0: 19, 1: 0, 2: 8, 3: 3, 4: 0}",0
128,False,"{'a': 0.5, 'e': 0.9798754036983289}",30,0,-124.75547917471836,"{0: 19, 1: 3, 2: 5, 3: 2, 4: 1}",0
129,False,"{'a': 0.5, 'e': 0.9795608083181417}",20,0,-87.5253125127088,"{0: 14, 1: 3, 2: 1, 3: 0, 4: 2}",0
130,False,"{'a': 0.5, 'e': 0.979243798419014}",25,0,-110.18124991972537,"{0: 13, 1: 4, 2: 7, 3: 0, 4: 1}",0
131,False,"{'a': 0.5, 'e': 0.9789243747823434}",25,0,-103.6291998616723,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
132,False,"{'a': 0.5, 'e': 0.9786025381954769}",20,0,-165.02424912387312,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 3}",0
133,False,"{'a': 0.5, 'e': 0.9782782894517097}",20,0,-48.30542899116424,"{0: 12, 1: 4, 2: 4, 3: 0, 4: 0}",0
134,False,"{'a': 0.5, 'e': 0.977951629350282}",30,0,-175.65474459073755,"{0: 18, 1: 3, 2: 6, 3: 0, 4: 3}",0
135,False,"{'a': 0.5, 'e': 0.9776225586963783}",20,0,-28.328031080282603,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
136,False,"{'a': 0.5, 'e': 0.9772910783011246}",20,0,-182.73335103180804,"{0: 10, 1: 1, 2: 5, 3: 1, 4: 3}",0
137,False,"{'a': 0.5, 'e': 0.9769571889815868}",20,0,-13.717080879784977,"{0: 14, 1: 6, 2: 0, 3: 0, 4: 0}",0
138,False,"{'a': 0.5, 'e': 0.9766208915607686}",20,3,-63.519924645247904,"{0: 13, 1: 1, 2: 1, 3: 1, 4: 1}",1
139,False,"{'a': 0.5, 'e': 0.9762821868676093}",25,0,-112.20252148398646,"{0: 16, 1: 5, 2: 1, 3: 1, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.9759410757369817}",20,0,-112.38180418201908,"{0: 11, 1: 2, 2: 5, 3: 1, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.9755975590096908}",25,0,-70.52793257888995,"{0: 21, 1: 2, 2: 0, 3: 0, 4: 2}",0
142,False,"{'a': 0.5, 'e': 0.9752516375324707}",20,0,-133.48230103666526,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9749033121579829}",20,4,-110.29062939249111,"{0: 8, 1: 2, 2: 3, 3: 2, 4: 1}",1
144,False,"{'a': 0.5, 'e': 0.9745525837448147}",30,17,-38.89988070745107,"{0: 10, 1: 1, 2: 1, 3: 0, 4: 1}",1
145,False,"{'a': 0.5, 'e': 0.9741994531574761}",20,0,-173.7813168197957,"{0: 8, 1: 1, 2: 8, 3: 1, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.9738439212663987}",20,0,-73.78628960582024,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.9734859889479329}",20,0,-148.9931240570728,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 3}",0
148,False,"{'a': 0.5, 'e': 0.9731256570843458}",20,0,-69.74939358753254,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
149,False,"{'a': 0.5, 'e': 0.9727629265638192}",20,0,-114.1474767329412,"{0: 11, 1: 1, 2: 5, 3: 2, 4: 1}",0
150,False,"{'a': 0.5, 'e': 0.9723977982804476}",20,0,-40.4187628835049,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.9720302731342352}",25,0,-168.51486536772555,"{0: 12, 1: 6, 2: 3, 3: 2, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.9716603520310948}",25,0,-141.58426733458086,"{0: 16, 1: 1, 2: 4, 3: 2, 4: 2}",0
153,False,"{'a': 0.5, 'e': 0.9712880358828445}",20,0,-63.0644150461003,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
154,False,"{'a': 0.5, 'e': 0.9709133256072064}",20,6,-19.46590751337145,"{0: 9, 1: 4, 2: 1, 3: 0, 4: 0}",1
155,False,"{'a': 0.5, 'e': 0.9705362221278037}",25,0,-157.71423413864122,"{0: 14, 1: 4, 2: 4, 3: 0, 4: 3}",0
156,False,"{'a': 0.5, 'e': 0.9701567263741583}",20,0,-48.96924000485572,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
157,False,"{'a': 0.5, 'e': 0.9697748392816894}",30,0,-139.81004858586692,"{0: 18, 1: 2, 2: 7, 3: 2, 4: 1}",0
158,False,"{'a': 0.5, 'e': 0.96939056179171}",30,0,-192.10374308240512,"{0: 16, 1: 5, 2: 4, 3: 3, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.9690038948514258}",20,0,-43.66012853075124,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.9686148394139318}",30,9,-88.54065300232739,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 2}",1
161,False,"{'a': 0.5, 'e': 0.9682233964382104}",20,0,-82.7987496769079,"{0: 13, 1: 0, 2: 6, 3: 0, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.9678295668891295}",30,0,-145.779922258072,"{0: 18, 1: 0, 2: 10, 3: 1, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.9674333517374392}",25,14,0.7474939123055238,"{0: 9, 1: 1, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.96703475195977}",25,0,-132.02883854690091,"{0: 16, 1: 1, 2: 5, 3: 1, 4: 2}",0
165,False,"{'a': 0.5, 'e': 0.9666337685386303}",30,0,-193.94761371766126,"{0: 20, 1: 1, 2: 4, 3: 1, 4: 4}",0
166,False,"{'a': 0.5, 'e': 0.9662304024624038}",20,0,-86.272962403563,"{0: 13, 1: 1, 2: 4, 3: 1, 4: 1}",0
167,False,"{'a': 0.5, 'e': 0.9658246547253476}",20,7,-48.427675076422105,"{0: 9, 1: 1, 2: 2, 3: 0, 4: 1}",1
168,False,"{'a': 0.5, 'e': 0.965416526327589}",25,0,-126.14881510702696,"{0: 14, 1: 2, 2: 7, 3: 1, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.9650060182751234}",20,0,-91.18649329522694,"{0: 13, 1: 0, 2: 5, 3: 1, 4: 1}",0
170,False,"{'a': 0.5, 'e': 0.9645931315798121}",20,0,-96.87829943150189,"{0: 14, 1: 0, 2: 4, 3: 0, 4: 2}",0
171,False,"{'a': 0.5, 'e': 0.964177867259379}",25,10,-92.7326232623085,"{0: 10, 1: 2, 2: 0, 3: 1, 4: 2}",1
172,False,"{'a': 0.5, 'e': 0.9637602263374091}",20,0,-132.5164789686537,"{0: 14, 1: 1, 2: 2, 3: 0, 4: 3}",0
173,False,"{'a': 0.5, 'e': 0.9633402098433452}",20,5,-115.22883290033893,"{0: 6, 1: 2, 2: 5, 3: 1, 4: 1}",1
174,False,"{'a': 0.5, 'e': 0.962917818812486}",20,0,-113.88766732595305,"{0: 10, 1: 1, 2: 8, 3: 0, 4: 1}",0
175,False,"{'a': 0.5, 'e': 0.9624930542859825}",20,0,-88.32876099125353,"{0: 7, 1: 6, 2: 7, 3: 0, 4: 0}",0
176,False,"{'a': 0.5, 'e': 0.962065917310837}",20,0,-49.66115494224324,"{0: 13, 1: 3, 2: 3, 3: 1, 4: 0}",0
177,False,"{'a': 0.5, 'e': 0.961636408939899}",25,0,-113.95384932124803,"{0: 16, 1: 0, 2: 7, 3: 1, 4: 1}",0
178,False,"{'a': 0.5, 'e': 0.9612045302318634}",25,0,-307.16821419901225,"{0: 9, 1: 1, 2: 9, 3: 1, 4: 5}",0
179,False,"{'a': 0.5, 'e': 0.9607702822512679}",25,1,-180.30789913090368,"{0: 15, 1: 0, 2: 2, 3: 5, 4: 2}",1
180,False,"{'a': 0.5, 'e': 0.9603336660684902}",25,0,-100.46772587116315,"{0: 15, 1: 4, 2: 5, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.9598946827597452}",20,0,-20.961808364936612,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
182,False,"{'a': 0.5, 'e': 0.9594533334070827}",20,0,-49.799720918696025,"{0: 12, 1: 3, 2: 5, 3: 0, 4: 0}",0
183,False,"{'a': 0.5, 'e': 0.9590096190983844}",35,0,-212.75848391852514,"{0: 18, 1: 5, 2: 9, 3: 0, 4: 3}",0
