trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
85,False,"{'a': 0.5, 'e': 0.9961335910722054}",20,16,6.888173378427076,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
86,False,"{'a': 0.5, 'e': 0.9960410469075522}",25,0,-74.38078995809654,"{0: 14, 1: 3, 2: 8, 3: 0, 4: 0}",0
87,False,"{'a': 0.5, 'e': 0.9959474104566569}",25,0,-147.887106615071,"{0: 15, 1: 2, 2: 5, 3: 1, 4: 2}",0
88,False,"{'a': 0.5, 'e': 0.995852681822204}",20,0,-80.44019408100881,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
89,False,"{'a': 0.5, 'e': 0.9957568611080755}",25,0,-74.40103358839292,"{0: 17, 1: 4, 2: 3, 3: 0, 4: 1}",0
90,False,"{'a': 0.5, 'e': 0.995659948419351}",20,0,-144.05004199622584,"{0: 9, 1: 1, 2: 8, 3: 1, 4: 1}",0
91,False,"{'a': 0.5, 'e': 0.9955619438623077}",25,0,-74.66426069023103,"{0: 14, 1: 5, 2: 6, 3: 0, 4: 0}",0
92,False,"{'a': 0.5, 'e': 0.9954628475444199}",30,0,-84.84675276659314,"{0: 21, 1: 2, 2: 6, 3: 0, 4: 1}",0
93,False,"{'a': 0.5, 'e': 0.9953626595743598}",20,0,-54.95008859207013,"{0: 15, 1: 2, 2: 2, 3: 0, 4: 1}",0
94,False,"{'a': 0.5, 'e': 0.9952613800619959}",20,0,-59.27726073935344,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
95,False,"{'a': 0.5, 'e': 0.9951590091183944}",20,0,-70.46008426865903,"{0: 13, 1: 1, 2: 4, 3: 2, 4: 0}",0
96,False,"{'a': 0.5, 'e': 0.995055546855818}",20,0,-12.914041535363719,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
97,False,"{'a': 0.5, 'e': 0.9949509933877262}",20,0,-133.47646905003603,"{0: 11, 1: 1, 2: 4, 3: 3, 4: 1}",0
98,False,"{'a': 0.5, 'e': 0.9948453488287754}",25,0,-163.79725227210898,"{0: 13, 1: 1, 2: 9, 3: 0, 4: 2}",0
99,False,"{'a': 0.5, 'e': 0.9947386132948183}",30,0,-68.97997112900435,"{0: 22, 1: 5, 2: 1, 3: 1, 4: 1}",0
100,False,"{'a': 0.5, 'e': 0.994630786902904}",25,0,-69.41226114404552,"{0: 15, 1: 3, 2: 7, 3: 0, 4: 0}",0
101,False,"{'a': 0.5, 'e': 0.9945218697712779}",20,0,-60.940690782624735,"{0: 12, 1: 2, 2: 6, 3: 0, 4: 0}",0
102,False,"{'a': 0.5, 'e': 0.9944118620193816}",20,0,-195.90004410082423,"{0: 9, 1: 4, 2: 2, 3: 2, 4: 3}",0
103,False,"{'a': 0.5, 'e': 0.9943007637678526}",25,0,-77.30699805509303,"{0: 19, 1: 1, 2: 3, 3: 1, 4: 1}",0
104,False,"{'a': 0.5, 'e': 0.9941885751385244}",25,0,-72.0804981679569,"{0: 18, 1: 1, 2: 5, 3: 0, 4: 1}",0
105,False,"{'a': 0.5, 'e': 0.9940752962544261}",25,0,-75.66796287110805,"{0: 16, 1: 2, 2: 6, 3: 1, 4: 0}",0
106,False,"{'a': 0.5, 'e': 0.9939609272397826}",30,0,-130.10665668359695,"{0: 20, 1: 3, 2: 4, 3: 1, 4: 2}",0
107,False,"{'a': 0.5, 'e': 0.993845468220014}",25,0,-121.38911883915426,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
108,False,"{'a': 0.5, 'e': 0.9937289193217358}",25,0,-104.03811810532078,"{0: 18, 1: 2, 2: 3, 3: 0, 4: 2}",0
109,False,"{'a': 0.5, 'e': 0.993611280672759}",20,4,-102.1203485353477,"{0: 10, 1: 0, 2: 4, 3: 0, 4: 2}",1
110,False,"{'a': 0.5, 'e': 0.9934925524020891}",35,0,-257.914224273004,"{0: 24, 1: 1, 2: 4, 3: 0, 4: 6}",0
111,False,"{'a': 0.5, 'e': 0.993372734639927}",20,0,-88.77318429103131,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
112,False,"{'a': 0.5, 'e': 0.9932518275176682}",30,0,-213.1912780253663,"{0: 14, 1: 6, 2: 6, 3: 1, 4: 3}",0
113,False,"{'a': 0.5, 'e': 0.9931298311679027}",20,0,-97.97769972444598,"{0: 10, 1: 4, 2: 3, 3: 3, 4: 0}",0
114,False,"{'a': 0.5, 'e': 0.9930067457244152}",25,0,-256.78950555410216,"{0: 13, 1: 0, 2: 7, 3: 0, 4: 5}",0
115,False,"{'a': 0.5, 'e': 0.9928825713221845}",20,0,-122.0232679961638,"{0: 11, 1: 0, 2: 7, 3: 1, 4: 1}",0
116,False,"{'a': 0.5, 'e': 0.9927573080973837}",25,11,-51.9321958562604,"{0: 7, 1: 1, 2: 6, 3: 0, 4: 0}",1
117,False,"{'a': 0.5, 'e': 0.9926309561873801}",25,0,-206.9447592765974,"{0: 12, 1: 3, 2: 5, 3: 2, 4: 3}",0
118,False,"{'a': 0.5, 'e': 0.9925035157307344}",20,0,-62.10053180144264,"{0: 15, 1: 0, 2: 4, 3: 0, 4: 1}",0
119,False,"{'a': 0.5, 'e': 0.9923749868672016}",20,0,-81.07445304193104,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
120,False,"{'a': 0.5, 'e': 0.9922453697377299}",25,0,-82.59457034793085,"{0: 18, 1: 2, 2: 3, 3: 1, 4: 1}",0
121,False,"{'a': 0.5, 'e': 0.9921146644844612}",30,0,-124.31606371052607,"{0: 21, 1: 0, 2: 7, 3: 0, 4: 2}",0
122,False,"{'a': 0.5, 'e': 0.9919828712507303}",35,0,-357.94455899699227,"{0: 20, 1: 4, 2: 2, 3: 1, 4: 8}",0
123,False,"{'a': 0.5, 'e': 0.9918499901810653}",20,7,-24.73485160316135,"{0: 9, 1: 1, 2: 3, 3: 0, 4: 0}",1
124,False,"{'a': 0.5, 'e': 0.9917160214211874}",25,0,-67.59523961068606,"{0: 16, 1: 1, 2: 8, 3: 0, 4: 0}",0
125,False,"{'a': 0.5, 'e': 0.9915809651180105}",25,0,-192.4626661712658,"{0: 13, 1: 2, 2: 7, 3: 0, 4: 3}",0
126,False,"{'a': 0.5, 'e': 0.991444821419641}",25,0,-116.06736618085642,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
127,False,"{'a': 0.5, 'e': 0.9913075904753779}",20,0,-71.63169087869821,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
128,False,"{'a': 0.5, 'e': 0.9911692724357123}",30,0,-261.3431854568284,"{0: 15, 1: 5, 2: 4, 3: 1, 4: 5}",0
129,False,"{'a': 0.5, 'e': 0.9910298674523278}",25,0,-90.42660731183685,"{0: 15, 1: 6, 2: 3, 3: 0, 4: 1}",0
130,False,"{'a': 0.5, 'e': 0.9908893756780998}",25,0,-92.45577983510022,"{0: 12, 1: 5, 2: 8, 3: 0, 4: 0}",0
131,False,"{'a': 0.5, 'e': 0.9907477972670952}",20,0,-244.52590098089536,"{0: 10, 1: 1, 2: 3, 3: 1, 4: 5}",0
132,False,"{'a': 0.5, 'e': 0.990605132374573}",35,0,-133.70717064065906,"{0: 23, 1: 3, 2: 5, 3: 3, 4: 1}",0
133,False,"{'a': 0.5, 'e': 0.9904613811569836}",20,0,-146.87745301981712,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 3}",0
134,False,"{'a': 0.5, 'e': 0.9903165437719683}",30,0,-197.12603177745942,"{0: 17, 1: 5, 2: 3, 3: 2, 4: 3}",0
135,False,"{'a': 0.5, 'e': 0.99017062037836}",25,0,-130.8896075807865,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 3}",0
136,False,"{'a': 0.5, 'e': 0.9900236111361823}",20,12,-32.749992536798594,"{0: 5, 1: 0, 2: 2, 3: 1, 4: 0}",1
137,False,"{'a': 0.5, 'e': 0.9898755162066495}",30,0,-159.22804802812317,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",0
138,False,"{'a': 0.5, 'e': 0.9897263357521668}",30,0,-145.1429402723149,"{0: 16, 1: 3, 2: 9, 3: 1, 4: 1}",0
139,False,"{'a': 0.5, 'e': 0.9895760699363294}",25,0,-97.56154426775397,"{0: 19, 1: 2, 2: 1, 3: 1, 4: 2}",0
140,False,"{'a': 0.5, 'e': 0.9894247189239233}",25,0,-118.77057729070279,"{0: 14, 1: 5, 2: 3, 3: 2, 4: 1}",0
141,False,"{'a': 0.5, 'e': 0.9892722828809237}",20,0,-67.07879064157345,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
142,False,"{'a': 0.5, 'e': 0.9891187619744967}",30,0,-103.54282407649124,"{0: 21, 1: 3, 2: 3, 3: 2, 4: 1}",0
143,False,"{'a': 0.5, 'e': 0.9889641563729973}",25,0,-182.79084059916897,"{0: 16, 1: 0, 2: 4, 3: 2, 4: 3}",0
144,False,"{'a': 0.5, 'e': 0.9888084662459704}",20,0,-209.0385187128673,"{0: 11, 1: 0, 2: 3, 3: 2, 4: 4}",0
145,False,"{'a': 0.5, 'e': 0.9886516917641501}",30,0,-182.19533407117544,"{0: 16, 1: 2, 2: 9, 3: 1, 4: 2}",0
146,False,"{'a': 0.5, 'e': 0.9884938330994596}",20,0,-118.3515681706567,"{0: 10, 1: 2, 2: 6, 3: 1, 4: 1}",0
147,False,"{'a': 0.5, 'e': 0.9883348904250111}",20,0,-149.51938673199464,"{0: 10, 1: 1, 2: 5, 3: 3, 4: 1}",0
148,False,"{'a': 0.5, 'e': 0.9881748639151056}",25,0,-126.98091702738739,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
149,False,"{'a': 0.5, 'e': 0.9880137537452325}",25,0,-152.49507737259043,"{0: 14, 1: 4, 2: 3, 3: 2, 4: 2}",0
150,False,"{'a': 0.5, 'e': 0.9878515600920699}",20,0,-49.32475707196004,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
151,False,"{'a': 0.5, 'e': 0.9876882831334836}",25,0,-109.40024806465456,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
152,False,"{'a': 0.5, 'e': 0.9875239230485278}",20,0,-31.60471034071509,"{0: 14, 1: 2, 2: 4, 3: 0, 4: 0}",0
153,False,"{'a': 0.5, 'e': 0.9873584800174442}",25,0,-238.4866794765675,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 5}",0
154,False,"{'a': 0.5, 'e': 0.9871919542216624}",25,0,-195.74331437313626,"{0: 16, 1: 1, 2: 3, 3: 1, 4: 4}",0
155,False,"{'a': 0.5, 'e': 0.9870243458437991}",20,0,-34.92019219180513,"{0: 14, 1: 1, 2: 5, 3: 0, 4: 0}",0
156,False,"{'a': 0.5, 'e': 0.9868556550676583}",20,0,-101.71389979665598,"{0: 13, 1: 3, 2: 2, 3: 0, 4: 2}",0
157,False,"{'a': 0.5, 'e': 0.9866858820782309}",30,0,-178.1819465015597,"{0: 17, 1: 5, 2: 5, 3: 0, 4: 3}",0
158,False,"{'a': 0.5, 'e': 0.9865150270616948}",30,0,-177.27975971616925,"{0: 17, 1: 2, 2: 7, 3: 2, 4: 2}",0
159,False,"{'a': 0.5, 'e': 0.9863430902054143}",20,0,-91.77754102563337,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
160,False,"{'a': 0.5, 'e': 0.9861700716979402}",20,0,-30.949699576902866,"{0: 15, 1: 0, 2: 5, 3: 0, 4: 0}",0
161,False,"{'a': 0.5, 'e': 0.9859959717290093}",25,0,-121.45928225328115,"{0: 16, 1: 0, 2: 6, 3: 2, 4: 1}",0
162,False,"{'a': 0.5, 'e': 0.9858207904895445}",20,0,-91.54113941134517,"{0: 11, 1: 3, 2: 5, 3: 0, 4: 1}",0
163,False,"{'a': 0.5, 'e': 0.9856445281716545}",25,9,-49.20399824788154,"{0: 9, 1: 2, 2: 5, 3: 0, 4: 0}",1
164,False,"{'a': 0.5, 'e': 0.9854671849686332}",25,0,-153.96200734952782,"{0: 14, 1: 2, 2: 4, 3: 4, 4: 1}",0
165,False,"{'a': 0.5, 'e': 0.9852887610749602}",20,0,-193.02540841981786,"{0: 12, 1: 1, 2: 2, 3: 1, 4: 4}",0
166,False,"{'a': 0.5, 'e': 0.9851092566863001}",20,0,-126.25419226281736,"{0: 12, 1: 1, 2: 4, 3: 1, 4: 2}",0
167,False,"{'a': 0.5, 'e': 0.9849286719995025}",25,0,-131.24834905674842,"{0: 14, 1: 2, 2: 6, 3: 2, 4: 1}",0
168,False,"{'a': 0.5, 'e': 0.9847470072126014}",25,0,-65.7685898967789,"{0: 19, 1: 0, 2: 5, 3: 0, 4: 1}",0
169,False,"{'a': 0.5, 'e': 0.9845642625248155}",25,7,-67.02511220003824,"{0: 11, 1: 4, 2: 2, 3: 0, 4: 1}",1
170,False,"{'a': 0.5, 'e': 0.9843804381365479}",20,1,-105.21836488095647,"{0: 12, 1: 2, 2: 3, 3: 0, 4: 2}",1
171,False,"{'a': 0.5, 'e': 0.9841955342493852}",20,0,-56.81877158811385,"{0: 12, 1: 3, 2: 4, 3: 1, 4: 0}",0
172,False,"{'a': 0.5, 'e': 0.9840095510660982}",25,0,-125.83422955343073,"{0: 14, 1: 4, 2: 4, 3: 2, 4: 1}",0
173,False,"{'a': 0.5, 'e': 0.9838224887906414}",30,0,-92.25895521845561,"{0: 19, 1: 4, 2: 5, 3: 2, 4: 0}",0
174,False,"{'a': 0.5, 'e': 0.9836343476281524}",25,0,-163.87430134713068,"{0: 16, 1: 0, 2: 4, 3: 3, 4: 2}",0
175,False,"{'a': 0.5, 'e': 0.9834451277849519}",20,0,-67.59675575510596,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
176,False,"{'a': 0.5, 'e': 0.9832548294685437}",20,0,-146.64701281481754,"{0: 9, 1: 1, 2: 7, 3: 2, 4: 1}",0
177,False,"{'a': 0.5, 'e': 0.9830634528876143}",25,0,-143.3140147048405,"{0: 16, 1: 3, 2: 3, 3: 0, 4: 3}",0
178,False,"{'a': 0.5, 'e': 0.9828709982520324}",20,0,-49.089883981588436,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
179,False,"{'a': 0.5, 'e': 0.9826774657728493}",20,0,-214.14169920090973,"{0: 7, 1: 0, 2: 10, 3: 0, 4: 3}",0
180,False,"{'a': 0.5, 'e': 0.9824828556622979}",20,0,-66.39369168531418,"{0: 14, 1: 2, 2: 3, 3: 0, 4: 1}",0
181,False,"{'a': 0.5, 'e': 0.9822871681337931}",20,0,-103.06861115177799,"{0: 12, 1: 1, 2: 5, 3: 1, 4: 1}",0
182,False,"{'a': 0.5, 'e': 0.9820904034019313}",30,0,-255.36781909992683,"{0: 18, 1: 2, 2: 3, 3: 2, 4: 5}",0
183,False,"{'a': 0.5, 'e': 0.9818925616824903}",20,0,-131.93355672488238,"{0: 10, 1: 1, 2: 6, 3: 2, 4: 1}",0
